"","ctr.1","ctr.2","ctr.3","ctr.4","als.1","als.2","als.3","als.4"
"GCGR",0,0,0,0,0,0,0,0
"GCH1",2,0,3,2,2,1,2,2
"GCHFR",7,4,12,8,10,6,11,7
"GCK",2,1,1,1,1,3,1,2
"GCKR",0,0,0,0,0,0,0,0
"GCLC",10,5,9,11,8,7,7,8
"GCLM",3,1,2,3,3,2,2,2
"GCM1",0,0,0,0,0,0,0,0
"GCM2",0,0,0,0,0,0,0,0
"GCN1L1",18,16,13,14,14,15,14,15
"GCNT1",0,0,0,0,0,0,0,0
"GCNT2",6,4,4,3,6,7,5,5
"GCNT3",0,0,0,0,0,0,0,0
"GCNT4",0,0,0,0,0,0,0,0
"GCNT7",0,0,0,0,0,0,0,0
"GCOM1",0,0,0,0,0,0,0,0
"GCSAM",0,0,0,0,0,0,0,0
"GCSAML",0,0,0,0,0,0,0,0
"GCSH",31,13,33,30,31,13,32,35
"GCSHP3",5,3,5,5,7,6,5,6
"GDA",1,0,1,0,1,0,0,0
"GDAP1",13,15,17,8,18,17,18,17
"GDAP1L1",12,68,29,12,29,42,30,38
"GDAP2",3,4,3,3,4,3,4,4
"GDE1",23,19,27,23,26,14,24,27
"GDEP",0,0,0,0,0,0,0,0
"GDF1",6,5,9,6,11,7,8,8
"GDF10",12,2,5,20,5,2,13,5
"GDF11",12,14,13,11,15,12,18,17
"GDF15",4,19,3,4,4,55,5,1
"GDF2",0,0,0,0,0,0,0,0
"GDF3",2,1,10,3,9,0,4,6
"GDF5",0,0,0,0,0,0,0,0
"GDF6",0,0,1,1,0,0,0,0
"GDF7",1,3,2,1,1,1,3,2
"GDF9",1,0,1,0,1,1,1,1
"GDI1",228,365,283,169,316,328,322,308
"GDI2",98,145,115,121,110,81,120,131
"GDNF",0,0,0,0,0,0,0,0
"GDPD1",11,9,16,8,17,12,17,18
"GDPD2",28,5,17,15,22,8,17,13
"GDPD3",1,3,1,1,1,2,1,1
"GDPD4",0,0,0,0,0,0,0,0
"GDPD5",3,7,6,4,6,10,6,5
"GDPGP1",2,0,2,1,2,0,2,2
"GEM",3,3,4,3,2,3,2,2
"GEMIN2",7,5,7,5,8,5,7,10
"GEMIN4",7,3,6,7,8,4,6,8
"GEMIN5",6,3,6,5,6,4,6,6
"GEMIN6",10,5,11,10,10,6,10,12
"GEMIN7",8,3,8,8,9,3,8,10
"GEMIN8",4,4,7,7,3,5,4,3
"GEMIN8P4",1,1,1,1,1,1,1,1
"GEN1",2,0,1,1,1,0,1,1
"GET4",15,22,13,13,16,17,17,19
"GFAP",45,1,36,77,19,1,14,10
"GFER",10,16,11,9,12,10,12,12
"GFI1",0,0,0,0,0,0,0,0
"GFI1B",0,0,0,0,0,0,0,0
"GFM1",10,9,14,10,14,10,12,15
"GFM2",15,8,15,9,16,10,16,15
"GFOD1",1,2,3,1,2,3,2,2
"GFOD2",18,26,23,14,27,25,27,27
"GFPT1",11,13,9,14,11,13,10,13
"GFPT2",6,5,5,9,3,4,4,4
"GFRA1",15,33,30,34,18,24,25,17
"GFRA2",2,3,4,2,4,3,4,4
"GFRA3",0,1,1,1,1,0,1,0
"GFRA4",0,0,0,0,0,0,0,0
"GFRAL",0,0,0,0,0,0,0,0
"GGA1",18,13,13,12,15,15,16,13
"GGA2",17,9,10,16,11,11,14,10
"GGA3",13,13,14,10,13,16,14,13
"GGACT",1,0,1,1,1,0,0,2
"GGCT",18,9,14,13,13,8,10,19
"GGCX",5,4,4,6,5,4,5,4
"GGH",21,10,16,20,18,11,20,21
"GGN",1,0,2,1,2,1,2,2
"GGNBP1",0,0,0,0,0,0,0,0
"GGNBP2",22,25,22,21,23,23,23,25
"GGPS1",16,8,15,11,16,13,16,17
"GGT1",5,2,1,2,3,3,2,2
"GGT3P",0,0,0,0,0,0,0,0
"GGT5",1,0,1,4,0,0,0,0
"GGT6",0,0,0,0,0,0,0,0
"GGT7",16,21,16,10,16,21,17,12
"GGT8P",0,0,0,0,0,0,0,0
"GGTA1P",0,0,0,0,0,0,0,0
"GGTLC1",0,0,0,0,0,0,0,0
"GGTLC2",0,0,0,0,0,0,0,0
"GH1",0,0,0,0,0,0,0,0
"GH2",0,0,0,0,0,0,0,0
"GHDC",2,2,3,3,3,2,3,3
"GHITM",42,51,52,45,56,40,48,63
"GHR",3,0,2,3,1,0,1,1
"GHRH",1,0,0,0,0,0,0,0
"GHRHR",0,0,0,0,0,0,0,0
"GHRL",0,0,0,0,0,0,0,0
"GHRLOS",0,0,0,0,0,0,0,0
"GHRLOS2",0,0,0,0,0,0,0,0
"GHSR",0,0,0,0,0,0,0,0
"GID4",5,6,4,6,5,7,5,5
"GID8",21,16,21,21,22,19,23,23
"GIF",0,0,0,0,0,0,0,0
"GIGYF1",13,10,7,7,9,11,10,7
"GIGYF2",13,9,12,10,12,12,13,12
"GIMAP1",0,0,0,0,0,0,0,0
"GIMAP1-GIMAP5",0,0,0,0,0,0,0,0
"GIMAP2",0,0,0,0,0,0,0,0
"GIMAP5",0,0,0,0,0,0,0,0
"GIMAP6",0,0,0,0,0,0,0,0
"GIMAP8",0,0,0,0,0,0,0,0
"GIN1",2,2,2,1,2,2,2,3
"GINM1",21,9,21,25,21,12,18,19
"GINS1",9,3,7,5,6,2,7,7
"GINS2",19,4,11,12,13,2,17,16
"GINS3",5,1,3,3,2,1,3,3
"GINS4",5,1,3,5,3,0,3,3
"GIP",0,0,0,0,0,0,0,0
"GIPC1",28,17,34,32,35,17,33,32
"GIPC2",0,0,0,0,0,0,0,0
"GIPC3",0,0,0,0,0,0,0,0
"GIPR",1,3,1,0,1,3,2,1
"GIT1",31,42,33,27,36,46,34,36
"GIT2",10,9,9,9,9,9,9,9
"GJA1",51,9,60,70,65,14,41,30
"GJA10",0,0,0,0,0,0,0,0
"GJA3",0,0,0,0,0,0,0,0
"GJA4",0,0,0,0,0,0,0,0
"GJA5",0,0,0,0,0,0,0,0
"GJA8",0,0,0,0,0,0,0,0
"GJA9",0,0,0,0,0,0,0,0
"GJA9-MYCBP",0,0,0,0,0,0,0,0
"GJB1",0,0,0,0,0,0,0,0
"GJB2",1,0,1,9,0,0,0,0
"GJB3",0,0,0,0,0,0,0,0
"GJB4",0,0,0,0,0,0,0,0
"GJB5",0,0,0,0,0,0,0,0
"GJB6",0,0,0,1,0,0,0,0
"GJB7",0,0,0,0,0,0,0,0
"GJC1",6,6,6,5,5,4,7,7
"GJC2",0,0,1,0,0,0,0,0
"GJC3",0,0,0,0,0,0,0,0
"GJD2",1,1,2,1,3,2,3,3
"GJD3",1,0,1,1,1,0,1,1
"GJD4",0,0,0,0,0,0,0,0
"GK",3,1,3,2,3,2,3,3
"GK2",0,0,0,0,0,0,0,0
"GK3P",0,0,0,0,0,0,0,0
"GK5",3,2,2,2,2,2,2,1
"GKAP1",7,14,8,6,7,9,8,8
"GLA",11,8,11,8,10,8,12,12
"GLB1",20,14,19,25,19,16,19,18
"GLB1L",7,2,4,4,6,2,5,5
"GLB1L2",7,3,8,5,6,2,8,6
"GLB1L3",0,0,0,0,0,0,0,0
"GLCCI1",9,9,7,6,8,11,10,9
"GLCE",5,5,6,8,6,6,6,6
"GLDC",40,12,22,17,33,21,32,28
"GLDN",0,0,0,0,0,0,0,0
"GLE1",13,8,10,10,12,7,13,14
"GLG1",32,21,31,36,29,32,30,26
"GLI1",11,1,3,10,3,0,4,2
"GLI2",10,2,4,8,5,4,6,5
"GLI3",5,2,2,8,1,2,3,2
"GLI4",8,4,8,6,8,5,8,7
"GLIPR1",1,0,1,3,1,0,0,1
"GLIPR1L1",0,0,0,0,0,0,0,0
"GLIPR1L2",2,3,1,2,2,3,2,2
"GLIPR2",24,5,26,25,22,13,15,14
"GLIS1",0,0,0,2,0,1,0,0
"GLIS2",11,19,11,24,10,18,12,10
"GLIS3",14,2,12,8,11,5,15,8
"GLIS3-AS1",0,0,0,0,0,0,0,0
"GLMN",5,2,4,4,5,2,4,5
"GLO1",55,33,62,61,57,29,51,62
"GLOD4",29,19,33,27,36,22,33,30
"GLOD5",0,0,0,0,0,0,0,0
"GLP1R",0,0,0,0,0,0,0,0
"GLP2R",0,0,0,0,0,0,0,0
"GLRA1",1,13,3,0,2,7,3,3
"GLRA2",24,27,108,42,60,104,55,57
"GLRA3",0,0,2,0,1,1,1,1
"GLRA4",0,0,0,0,0,0,0,0
"GLRB",4,1,5,5,4,2,3,4
"GLRX",5,13,17,8,11,7,11,15
"GLRX2",4,2,5,3,6,2,4,5
"GLRX3",22,21,33,23,28,14,25,34
"GLRX5",23,19,24,26,26,16,23,31
"GLS",6,6,8,7,7,10,5,6
"GLS2",2,3,3,2,3,3,2,2
"GLT1D1",0,1,3,0,1,1,2,1
"GLT25D1",16,14,14,20,13,14,15,13
"GLT25D2",2,5,3,6,4,8,3,4
"GLT6D1",0,0,0,0,0,0,0,0
"GLT8D1",36,17,35,38,33,19,34,36
"GLT8D2",1,1,2,9,1,1,1,1
"GLTP",14,7,12,18,15,9,13,11
"GLTPD1",9,3,11,11,12,6,11,12
"GLTPD2",1,0,1,1,1,1,1,1
"GLTSCR1",3,4,3,2,3,4,3,3
"GLTSCR2",92,136,75,99,77,69,85,95
"GLUD1",49,48,52,43,55,48,53,57
"GLUD1P3",1,1,1,1,1,2,1,1
"GLUD1P7",1,0,0,0,0,1,0,1
"GLUD2",1,0,0,0,0,0,0,0
"GLUL",62,71,52,50,52,53,59,60
"GLYAT",0,0,0,0,0,0,0,0
"GLYATL1",0,0,0,0,0,0,0,0
"GLYATL2",1,0,1,1,1,1,1,1
"GLYCTK",46,30,8,17,14,57,14,12
"GLYR1",26,13,30,23,29,11,28,31
"GM140",0,0,0,0,0,0,0,0
"GM2A",13,7,11,15,11,8,9,9
"GMCL1",5,3,5,4,4,3,5,5
"GMCL1P1",0,0,0,0,0,0,0,0
"GMDS",4,2,5,7,3,1,3,3
"GMEB1",8,4,6,6,7,6,7,7
"GMEB2",5,3,4,4,5,4,6,5
"GMFB",17,8,19,13,18,9,19,21
"GMFG",0,0,0,0,0,0,0,0
"GMIP",9,9,9,5,7,11,12,8
"GML",0,0,0,0,0,0,0,0
"GMNC",0,0,0,0,1,0,0,0
"GMNN",19,6,17,13,15,5,17,19
"GMPPA",8,5,7,14,8,5,7,7
"GMPPB",10,4,9,9,10,5,10,11
"GMPR",31,2,8,8,14,5,5,5
"GMPR2",24,31,23,26,28,23,28,27
"GMPS",25,34,22,25,21,21,23,25
"GNA11",21,7,27,23,27,14,26,25
"GNA12",28,11,31,27,30,17,30,28
"GNA13",19,23,15,16,15,15,16,18
"GNA14",0,0,0,0,0,0,0,0
"GNA15",0,0,0,0,0,0,0,0
"GNAI1",11,15,18,9,15,11,13,13
"GNAI2",212,104,146,166,151,98,153,151
"GNAI3",26,22,25,26,27,20,27,31
"GNAL",5,7,12,6,8,12,5,7
"GNAO1",17,51,41,15,47,57,40,39
"GNAQ",29,28,36,25,38,34,35,35
"GNAS",717,879,931,691,881,908,844,790
"GNAS-AS1",0,0,0,0,0,0,0,1
"GNAT1",0,0,0,0,0,0,0,0
"GNAT2",0,0,0,0,0,0,0,0
"GNAT3",0,0,0,0,0,0,0,0
"GNAZ",17,18,28,15,27,27,26,26
"GNB1",210,237,259,202,267,234,258,264
"GNB1L",2,3,3,2,3,2,3,3
"GNB2",118,133,124,107,133,102,128,132
"GNB2L1",773,1421,892,1285,841,821,941,993
"GNB3",4,7,3,3,3,7,5,3
"GNB4",14,4,10,12,8,5,7,9
"GNB5",10,8,14,12,15,10,12,11
"GNE",7,6,9,6,9,9,9,10
"GNG10",14,5,17,16,17,6,14,19
"GNG11",9,1,9,6,7,0,10,6
"GNG12",15,4,17,19,16,10,14,11
"GNG12-AS1",0,0,0,0,0,0,0,0
"GNG13",1,2,3,0,1,2,2,1
"GNG2",60,47,76,49,88,67,79,83
"GNG3",35,95,65,39,82,110,74,86
"GNG4",22,34,41,19,36,34,39,38
"GNG5",79,46,61,83,59,30,62,68
"GNG7",12,4,12,6,16,9,10,8
"GNG8",6,4,1,1,2,2,1,1
"GNGT1",0,0,0,0,0,0,0,0
"GNL1",16,11,17,12,20,17,16,20
"GNL2",18,23,18,17,20,16,17,25
"GNL3",28,31,27,27,29,26,27,40
"GNL3L",6,3,4,4,5,3,5,4
"GNLY",0,0,0,0,0,0,0,0
"GNMT",0,1,0,0,0,1,0,1
"GNN",0,0,0,0,0,0,0,0
"GNPAT",24,11,18,20,21,11,20,22
"GNPDA1",24,13,22,15,22,16,23,25
"GNPDA2",6,4,7,7,7,4,6,7
"GNPNAT1",5,3,5,6,4,3,4,5
"GNPTAB",9,4,12,8,12,8,10,10
"GNPTG",18,9,19,19,19,8,18,17
"GNRH1",1,3,6,1,5,7,2,2
"GNRH2",0,0,0,0,0,0,0,0
"GNRHR",0,0,0,0,0,0,0,0
"GNRHR2",4,4,4,4,5,4,4,4
"GNS",28,11,28,28,26,11,26,23
"GOLGA1",8,4,6,6,8,5,7,7
"GOLGA2",18,24,15,21,20,26,17,21
"GOLGA2P2Y",0,0,0,0,0,0,0,0
"GOLGA2P3Y",0,0,0,0,0,0,0,0
"GOLGA2P5",2,1,1,1,1,1,1,1
"GOLGA3",9,11,9,13,12,12,9,15
"GOLGA4",12,14,10,13,12,12,12,13
"GOLGA5",16,16,13,19,18,16,15,22
"GOLGA6A",0,0,0,0,0,0,0,0
"GOLGA6B",0,0,0,0,0,0,0,0
"GOLGA6C",0,0,0,0,0,0,0,0
"GOLGA6D",0,0,0,0,0,0,0,0
"GOLGA6L1",0,0,0,0,0,0,0,0
"GOLGA6L10",4,1,1,1,1,4,1,2
"GOLGA6L4",0,0,0,0,0,0,0,0
"GOLGA6L5",2,1,1,1,1,2,1,1
"GOLGA6L6",0,0,0,0,0,0,0,0
"GOLGA6L7P",0,0,0,0,0,0,0,0
"GOLGA6L9",6,11,5,5,5,7,6,4
"GOLGA7",28,24,32,29,36,20,31,37
"GOLGA7B",1,1,3,1,2,3,2,1
"GOLGA8A",18,14,9,10,8,11,9,6
"GOLGA8B",6,5,8,6,6,12,4,3
"GOLGA8CP",0,0,0,0,0,0,0,0
"GOLGA8DP",0,0,0,0,0,0,0,0
"GOLGA8EP",0,0,0,0,0,0,0,0
"GOLGA8F",0,0,0,0,0,0,0,0
"GOLGA8G",0,0,0,0,0,0,0,0
"GOLGA8I",1,1,1,1,1,1,1,1
"GOLGA8S",0,0,0,0,0,0,0,0
"GOLGA8T",1,1,2,2,1,1,1,1
"GOLGB1",13,5,10,13,11,8,10,11
"GOLIM4",32,9,28,23,23,10,35,26
"GOLM1",97,29,83,67,91,51,80,71
"GOLPH3",25,25,28,26,31,23,27,35
"GOLPH3L",8,7,6,8,7,5,7,8
"GOLT1A",0,0,1,0,0,0,1,0
"GOLT1B",7,16,7,9,9,10,7,12
"GON4L",9,5,7,6,8,7,7,8
"GOPC",11,10,11,10,10,12,10,12
"GORAB",4,3,2,3,3,2,3,3
"GORASP1",15,11,18,13,18,14,17,15
"GORASP2",40,35,47,56,53,40,47,61
"GOSR1",21,18,17,17,21,19,20,20
"GOSR2",15,14,15,16,18,10,16,20
"GOT1",22,33,30,24,30,24,26,30
"GOT2",50,58,61,44,67,56,62,67
"GP1BA",1,2,1,1,1,2,1,1
"GP1BB",0,0,0,2,0,0,1,0
"GP2",0,0,0,0,0,0,0,0
"GP5",0,0,0,0,0,0,0,0
"GP6",1,1,0,0,0,1,0,0
"GPA33",0,0,0,0,0,0,0,0
"GPAA1",37,23,36,36,40,25,33,37
"GPAM",7,3,8,5,9,5,8,10
"GPANK1",6,4,4,4,6,5,6,7
"GPAT2",1,0,0,1,1,1,1,1
"GPATCH1",5,3,4,4,4,3,4,5
"GPATCH2",7,6,6,6,7,7,7,7
"GPATCH2L",10,10,10,8,10,11,10,12
"GPATCH3",6,2,6,5,7,3,7,7
"GPATCH4",8,3,8,6,7,4,7,9
"GPATCH8",14,13,12,11,12,15,12,13
"GPBAR1",0,0,0,0,0,0,0,0
"GPBP1",27,29,25,24,28,29,30,30
"GPBP1L1",22,12,14,17,17,12,16,17
"GPC1",63,16,36,38,48,35,43,35
"GPC2",44,81,59,29,64,57,76,69
"GPC3",176,38,296,493,60,75,119,42
"GPC4",31,14,54,53,18,20,26,18
"GPC5",1,1,2,1,2,2,4,2
"GPC5-AS1",0,0,0,0,0,0,0,0
"GPC6",13,9,14,19,9,10,11,9
"GPC6-AS2",0,0,0,0,0,0,0,0
"GPCPD1",4,8,4,7,4,6,5,5
"GPD1",0,0,0,0,1,0,0,0
"GPD1L",4,1,6,3,4,2,4,3
"GPD2",3,1,3,2,2,1,3,3
"GPER",1,0,1,1,1,0,1,1
"GPHA2",0,0,0,0,0,0,0,0
"GPHB5",0,0,0,0,0,0,0,0
"GPHN",9,10,13,8,14,11,13,13
"GPI",149,63,144,117,178,76,162,144
"GPKOW",9,6,9,7,10,6,10,10
"GPLD1",2,2,3,2,2,2,2,2
"GPM6A",48,71,56,41,105,124,79,88
"GPM6B",159,61,219,209,139,164,123,106
"GPN1",25,15,25,22,24,14,26,30
"GPN2",12,10,11,10,13,13,13,14
"GPN3",7,5,6,8,8,5,8,10
"GPNMB",0,1,0,3,1,0,0,0
"GPR1",1,0,1,1,1,0,1,0
"GPR101",0,0,0,0,0,0,0,0
"GPR107",23,18,22,24,25,21,23,30
"GPR108",15,17,14,14,16,12,17,16
"GPR110",0,0,0,0,0,0,0,0
"GPR111",0,0,0,0,0,0,0,0
"GPR112",0,0,0,0,0,0,0,0
"GPR113",0,0,0,0,0,0,0,0
"GPR114",0,0,0,0,0,0,0,0
"GPR115",0,0,0,0,0,0,0,0
"GPR116",0,0,0,0,0,0,0,0
"GPR12",1,1,2,0,2,1,1,2
"GPR123",3,5,5,1,6,9,4,5
"GPR124",1,1,5,56,1,2,1,1
"GPR125",20,10,16,17,17,10,17,17
"GPR126",0,0,0,2,0,0,0,0
"GPR128",0,0,0,0,0,0,0,0
"GPR132",0,0,0,0,0,0,0,0
"GPR133",0,0,0,1,0,0,0,0
"GPR135",2,1,1,1,2,1,2,1
"GPR137",20,15,22,18,25,16,21,24
"GPR137B",9,9,7,9,9,7,7,8
"GPR137C",5,13,7,3,8,15,8,8
"GPR139",0,0,0,0,1,1,0,0
"GPR141",0,0,0,0,0,0,0,0
"GPR142",0,0,0,0,0,0,0,0
"GPR143",0,0,1,1,0,1,1,0
"GPR144",0,0,0,0,0,1,1,0
"GPR146",1,0,1,3,1,0,1,1
"GPR148",0,0,0,0,0,0,0,0
"GPR149",0,0,0,0,0,0,0,0
"GPR15",0,0,0,0,0,0,0,0
"GPR150",0,0,0,0,0,0,0,0
"GPR151",0,0,0,0,0,0,0,0
"GPR152",0,0,0,0,0,0,0,0
"GPR153",7,15,13,10,10,16,14,13
"GPR155",2,1,3,2,2,1,1,2
"GPR156",0,0,0,0,0,0,0,0
"GPR157",0,0,0,1,0,0,0,0
"GPR158",1,1,1,1,1,1,1,0
"GPR158-AS1",0,0,0,0,0,0,0,0
"GPR160",0,0,0,0,0,0,0,0
"GPR161",11,6,10,9,10,8,12,11
"GPR162",32,29,28,23,42,33,37,34
"GPR17",0,0,1,0,1,0,0,1
"GPR171",0,0,0,0,0,0,0,0
"GPR173",18,30,15,13,20,30,18,19
"GPR176",2,5,4,2,3,7,4,3
"GPR179",0,0,0,0,0,0,0,0
"GPR18",0,0,0,0,0,0,0,0
"GPR180",2,1,2,2,1,1,2,2
"GPR182",0,0,0,0,0,0,0,0
"GPR183",0,0,0,0,0,0,0,0
"GPR19",9,6,8,5,9,9,9,10
"GPR20",0,0,0,1,0,0,0,0
"GPR21",1,0,1,1,1,1,1,1
"GPR22",1,0,1,1,1,0,1,1
"GPR25",0,0,0,0,0,0,0,0
"GPR26",0,0,1,0,0,1,1,0
"GPR27",3,2,5,4,4,4,3,3
"GPR3",1,1,2,1,2,2,1,2
"GPR31",0,0,0,0,0,0,0,0
"GPR32",0,0,0,0,0,0,0,0
"GPR33",0,0,0,0,0,0,0,0
"GPR34",0,0,0,0,0,0,0,0
"GPR35",0,1,0,1,0,0,1,1
"GPR37",2,0,1,1,1,0,1,1
"GPR37L1",3,1,1,1,2,2,1,1
"GPR39",1,0,1,0,1,0,1,1
"GPR4",0,0,0,0,0,0,0,0
"GPR45",0,0,1,0,1,1,1,0
"GPR50",5,0,9,3,5,2,0,0
"GPR52",0,0,0,0,0,0,0,0
"GPR55",0,0,0,0,0,0,0,0
"GPR56",63,79,50,39,59,94,61,62
"GPR6",0,0,0,0,0,0,0,0
"GPR61",0,0,1,1,1,1,1,1
"GPR62",0,0,0,0,0,0,0,0
"GPR63",1,4,1,1,1,2,1,1
"GPR64",0,1,0,4,0,0,0,0
"GPR65",0,0,0,0,0,0,0,0
"GPR68",1,0,1,0,1,1,1,1
"GPR75",0,0,1,1,1,1,1,1
"GPR75-ASB3",5,6,4,5,4,4,5,3
"GPR77",0,0,0,0,0,0,0,0
"GPR78",0,0,0,0,0,0,0,0
"GPR82",0,1,0,0,0,0,0,0
"GPR83",0,1,1,1,1,1,1,1
"GPR84",0,0,0,0,0,0,0,0
"GPR85",3,4,4,3,7,5,4,3
"GPR87",0,0,0,0,0,0,0,0
"GPR88",0,0,1,0,1,0,0,0
"GPR89A",9,5,12,9,10,6,10,12
"GPR89B",4,3,5,4,5,2,4,4
"GPR89C",2,1,2,2,3,2,2,2
"GPR97",0,1,0,0,0,0,0,0
"GPR98",7,2,2,4,3,4,3,3
"GPRASP1",4,4,5,2,5,5,5,4
"GPRASP2",9,5,11,7,12,10,12,12
"GPRC5A",0,0,0,1,0,0,1,0
"GPRC5B",57,55,54,52,73,73,71,61
"GPRC5C",2,1,5,3,3,2,2,2
"GPRC5D",0,0,0,0,0,0,0,0
"GPRC6A",0,0,0,0,0,0,0,0
"GPRIN1",12,25,24,8,23,26,23,26
"GPRIN2",1,0,2,1,2,1,1,1
"GPRIN3",1,1,2,0,1,2,1,1
"GPS1",52,53,55,43,59,42,57,59
"GPS2",45,46,41,39,47,32,48,52
"GPSM1",22,26,28,21,31,29,37,32
"GPSM2",9,4,6,6,6,4,7,8
"GPSM3",1,1,0,2,1,1,1,1
"GPT",1,0,0,1,1,0,1,0
"GPT2",29,13,29,26,27,18,27,29
"GPX1",82,87,100,103,118,67,95,115
"GPX2",0,0,0,0,0,0,0,0
"GPX3",5,3,10,10,13,5,8,10
"GPX4",197,289,219,212,280,196,224,296
"GPX5",0,0,0,0,0,0,0,0
"GPX6",0,0,0,0,0,0,0,0
"GPX7",5,2,10,5,7,1,8,6
"GPX8",13,3,7,31,6,3,6,6
"GRAMD1A",24,40,29,27,30,37,27,29
"GRAMD1B",2,2,3,1,3,3,2,2
"GRAMD1C",1,0,0,1,1,0,1,1
"GRAMD2",0,0,0,0,0,0,0,0
"GRAMD3",4,1,3,3,3,1,4,3
"GRAMD4",12,7,9,7,11,10,11,9
"GRAP",1,1,0,0,0,0,0,0
"GRAP2",0,0,0,0,0,0,0,0
"GRAPL",0,0,0,0,0,0,0,0
"GRASP",2,3,2,4,1,3,2,2
"GRB10",11,11,10,10,9,9,10,19
"GRB14",1,0,0,0,0,0,0,0
"GRB2",43,26,51,34,52,33,43,47
"GRB7",0,0,0,0,0,0,0,0
"GREB1",6,12,5,3,7,10,7,9
"GREB1L",2,3,3,2,2,4,2,3
"GREM1",0,0,0,1,0,0,0,0
"GREM2",1,1,1,1,1,1,2,2
"GRHL1",1,2,1,1,1,2,1,1
"GRHL2",0,0,0,0,0,0,0,0
"GRHL3",0,0,0,0,0,0,0,0
"GRHPR",44,49,49,49,50,36,48,50
"GRIA1",26,22,23,14,26,29,21,18
"GRIA2",7,11,8,5,10,18,7,6
"GRIA3",2,3,3,2,4,3,2,3
"GRIA4",4,10,10,4,9,7,9,8
"GRID1",2,3,5,2,4,3,3,3
"GRID1-AS1",0,0,0,0,0,0,0,0
"GRID2",1,1,2,1,2,1,2,2
"GRID2IP",0,0,0,0,0,0,0,0
"GRIK1",2,1,3,1,3,3,2,2
"GRIK1-AS1",0,0,0,0,0,0,0,0
"GRIK1-AS2",0,0,0,0,0,0,0,0
"GRIK2",6,2,5,6,8,5,7,6
"GRIK3",9,1,7,4,8,8,7,8
"GRIK4",2,1,4,2,3,2,3,2
"GRIK5",11,14,22,11,20,22,19,16
"GRIN1",1,2,3,1,3,5,3,1
"GRIN2A",1,1,1,0,2,1,1,1
"GRIN2B",1,2,1,1,1,3,1,1
"GRIN2C",0,0,0,0,0,0,0,0
"GRIN2D",6,8,9,5,8,20,10,7
"GRIN3A",1,1,2,1,2,1,1,2
"GRIN3B",1,1,1,1,1,1,2,1
"GRINA",81,83,108,99,105,77,102,106
"GRIP1",8,4,9,7,12,7,11,9
"GRIP2",5,5,2,3,7,19,7,4
"GRIPAP1",24,23,23,14,26,27,24,22
"GRK1",0,0,0,0,0,0,0,0
"GRK4",1,2,3,1,2,2,2,2
"GRK5",5,7,10,11,8,10,7,7
"GRK6",15,11,16,15,17,12,16,15
"GRK7",0,0,0,0,0,0,0,0
"GRM1",1,0,1,1,2,0,1,1
"GRM2",1,7,2,1,1,3,2,3
"GRM3",2,1,4,2,5,1,5,5
"GRM4",0,2,2,0,1,2,1,1
"GRM5",3,1,3,2,5,4,3,3
"GRM5-AS1",0,0,0,0,0,0,0,0
"GRM6",0,0,0,0,0,0,0,0
"GRM7",2,1,3,1,3,1,2,1
"GRM8",1,1,1,0,1,0,1,1
"GRN",24,12,28,37,26,12,28,25
"GRP",0,0,0,0,0,0,0,0
"GRPEL1",13,5,15,14,14,6,12,14
"GRPEL2",5,7,6,4,7,7,6,8
"GRPR",0,0,0,0,0,0,0,0
"GRSF1",15,9,20,16,18,10,17,18
"GRTP1",1,1,2,2,1,1,2,1
"GRWD1",7,5,7,6,6,4,7,8
"GRXCR1",0,0,0,0,0,0,0,0
"GSC",0,0,1,1,0,0,0,0
"GSDMA",0,0,0,0,0,0,0,0
"GSDMB",2,6,1,1,2,7,2,2
"GSDMC",0,0,0,0,0,0,0,0
"GSDMD",0,0,0,0,0,0,0,0
"GSE1",21,18,19,16,17,22,21,19
"GSG1",0,0,0,0,0,0,0,0
"GSG1L",0,1,1,0,1,1,0,0
"GSG2",6,5,8,6,5,4,5,8
"GSK3A",37,39,45,33,50,40,45,46
"GSK3B",19,21,24,16,23,23,23,23
"GSKIP",9,6,11,7,10,5,11,14
"GSN",98,16,35,88,31,18,18,14
"GSPT1",18,13,19,16,19,14,18,20
"GSPT2",16,7,13,11,17,10,15,15
"GSR",24,21,26,22,25,18,23,24
"GSS",23,10,17,19,18,9,18,17
"GSTA1",0,0,0,0,0,0,0,0
"GSTA2",0,0,0,0,0,0,0,0
"GSTA3",0,0,0,0,0,0,0,0
"GSTA4",60,62,72,58,80,58,79,78
"GSTCD",5,3,4,3,5,3,4,4
"GSTK1",17,6,14,20,16,7,13,12
"GSTM1",8,1,1,0,3,1,0,0
"GSTM2",20,19,17,35,15,20,15,14
"GSTM2P1",0,0,0,0,0,0,0,0
"GSTM3",9,6,14,14,11,7,10,11
"GSTM4",8,7,10,8,8,3,8,8
"GSTM5",0,0,0,0,0,0,0,0
"GSTO1",19,16,21,23,16,13,16,20
"GSTO2",1,1,1,1,2,1,1,2
"GSTP1",316,222,326,346,277,137,279,286
"GSTT1",0,20,16,38,33,11,32,0
"GSTT2",0,0,0,0,0,0,0,1
"GSTT2B",0,0,0,0,0,0,0,0
"GSTTP1",0,0,0,0,0,0,0,0
"GSTTP2",0,0,0,0,0,0,0,0
"GSTZ1",12,6,11,11,14,7,13,9
"GSX1",10,0,1,2,2,0,5,2
"GSX2",1,1,1,3,2,0,8,3
"GTDC1",5,3,5,5,5,3,5,4
"GTDC2",12,8,19,17,19,13,15,16
